Vardas                        Pavarde                       Galutinis balas (vidurkis)    
Vardenis3819                  Pavardenis3819                5.16                          
Vardenis382                   Pavardenis382                 3.60                          
Vardenis3820                  Pavardenis3820                4.44                          
Vardenis3821                  Pavardenis3821                5.56                          
Vardenis3822                  Pavardenis3822                5.64                          
Vardenis3823                  Pavardenis3823                5.80                          
Vardenis3824                  Pavardenis3824                4.84                          
Vardenis3825                  Pavardenis3825                6.36                          
Vardenis3826                  Pavardenis3826                5.64                          
Vardenis3827                  Pavardenis3827                4.20                          
Vardenis3828                  Pavardenis3828                5.48                          
Vardenis3829                  Pavardenis3829                5.80                          
Vardenis383                   Pavardenis383                 2.88                          
Vardenis3830                  Pavardenis3830                4.28                          
Vardenis3831                  Pavardenis3831                4.44                          
Vardenis3832                  Pavardenis3832                5.00                          
Vardenis3833                  Pavardenis3833                5.16                          
Vardenis3834                  Pavardenis3834                6.12                          
Vardenis3835                  Pavardenis3835                5.64                          
Vardenis3836                  Pavardenis3836                4.92                          
Vardenis3837                  Pavardenis3837                5.80                          
Vardenis3838                  Pavardenis3838                4.20                          
Vardenis3839                  Pavardenis3839                4.60                          
Vardenis384                   Pavardenis384                 3.52                          
Vardenis3840                  Pavardenis3840                5.08                          
Vardenis3841                  Pavardenis3841                5.96                          
Vardenis3842                  Pavardenis3842                5.08                          
Vardenis3843                  Pavardenis3843                4.68                          
Vardenis3844                  Pavardenis3844                5.32                          
Vardenis3845                  Pavardenis3845                4.12                          
Vardenis3846                  Pavardenis3846                4.60                          
Vardenis3847                  Pavardenis3847                5.24                          
Vardenis3848                  Pavardenis3848                5.32                          
Vardenis3849                  Pavardenis3849                4.76                          
Vardenis385                   Pavardenis385                 3.44                          
Vardenis3850                  Pavardenis3850                4.28                          
Vardenis3851                  Pavardenis3851                5.48                          
Vardenis3852                  Pavardenis3852                5.16                          
Vardenis3853                  Pavardenis3853                5.24                          
Vardenis3854                  Pavardenis3854                5.16                          
Vardenis3855                  Pavardenis3855                5.00                          
Vardenis3856                  Pavardenis3856                5.00                          
Vardenis3857                  Pavardenis3857                4.76                          
Vardenis3858                  Pavardenis3858                5.00                          
Vardenis3859                  Pavardenis3859                5.40                          
Vardenis386                   Pavardenis386                 2.88                          
Vardenis3860                  Pavardenis3860                4.84                          
Vardenis3861                  Pavardenis3861                4.92                          
Vardenis3862                  Pavardenis3862                4.76                          
Vardenis3863                  Pavardenis3863                4.28                          
Vardenis3864                  Pavardenis3864                5.00                          
Vardenis3865                  Pavardenis3865                4.60                          
Vardenis3866                  Pavardenis3866                5.24                          
Vardenis3867                  Pavardenis3867                6.36                          
Vardenis3868                  Pavardenis3868                5.72                          
Vardenis3869                  Pavardenis3869                4.76                          
Vardenis387                   Pavardenis387                 2.88                          
Vardenis3870                  Pavardenis3870                5.16                          
Vardenis3871                  Pavardenis3871                4.44                          
Vardenis3872                  Pavardenis3872                5.08                          
Vardenis3873                  Pavardenis3873                4.20                          
Vardenis3874                  Pavardenis3874                4.52                          
Vardenis3875                  Pavardenis3875                5.24                          
Vardenis3876                  Pavardenis3876                5.40                          
Vardenis3877                  Pavardenis3877                4.76                          
Vardenis3878                  Pavardenis3878                5.00                          
Vardenis3879                  Pavardenis3879                5.16                          
Vardenis388                   Pavardenis388                 3.20                          
Vardenis3880                  Pavardenis3880                4.68                          
Vardenis3881                  Pavardenis3881                5.32                          
Vardenis3882                  Pavardenis3882                6.12                          
Vardenis3883                  Pavardenis3883                5.56                          
Vardenis3884                  Pavardenis3884                4.92                          
Vardenis3885                  Pavardenis3885                4.76                          
Vardenis3886                  Pavardenis3886                4.84                          
Vardenis3887                  Pavardenis3887                5.80                          
Vardenis3888                  Pavardenis3888                6.28                          
Vardenis3889                  Pavardenis3889                5.16                          
Vardenis389                   Pavardenis389                 3.76                          
Vardenis3890                  Pavardenis3890                5.88                          
Vardenis3891                  Pavardenis3891                5.72                          
Vardenis3892                  Pavardenis3892                5.24                          
Vardenis3893                  Pavardenis3893                5.96                          
Vardenis3894                  Pavardenis3894                5.16                          
Vardenis3895                  Pavardenis3895                4.52                          
Vardenis3896                  Pavardenis3896                4.76                          
Vardenis3897                  Pavardenis3897                5.56                          
Vardenis3898                  Pavardenis3898                5.32                          
Vardenis3899                  Pavardenis3899                5.24                          
Vardenis39                    Pavardenis39                  2.96                          
Vardenis390                   Pavardenis390                 3.60                          
Vardenis3900                  Pavardenis3900                4.84                          
Vardenis3901                  Pavardenis3901                4.68                          
Vardenis3902                  Pavardenis3902                4.76                          
Vardenis3903                  Pavardenis3903                5.08                          
Vardenis3904                  Pavardenis3904                5.16                          
Vardenis3905                  Pavardenis3905                4.92                          
Vardenis3906                  Pavardenis3906                5.24                          
Vardenis3907                  Pavardenis3907                5.00                          
Vardenis3908                  Pavardenis3908                5.56                          
Vardenis3909                  Pavardenis3909                5.88                          
Vardenis391                   Pavardenis391                 3.44                          
Vardenis3910                  Pavardenis3910                4.60                          
Vardenis3911                  Pavardenis3911                5.40                          
Vardenis3912                  Pavardenis3912                5.72                          
Vardenis3913                  Pavardenis3913                5.64                          
Vardenis3914                  Pavardenis3914                5.80                          
Vardenis3915                  Pavardenis3915                5.48                          
Vardenis3916                  Pavardenis3916                5.08                          
Vardenis3917                  Pavardenis3917                5.00                          
Vardenis3918                  Pavardenis3918                5.40                          
Vardenis3919                  Pavardenis3919                5.88                          
Vardenis392                   Pavardenis392                 2.96                          
Vardenis3920                  Pavardenis3920                4.84                          
Vardenis3921                  Pavardenis3921                5.56                          
Vardenis3922                  Pavardenis3922                5.32                          
Vardenis3923                  Pavardenis3923                4.92                          
Vardenis3924                  Pavardenis3924                4.44                          
Vardenis3925                  Pavardenis3925                5.32                          
Vardenis3926                  Pavardenis3926                5.40                          
Vardenis3927                  Pavardenis3927                6.12                          
Vardenis3928                  Pavardenis3928                4.76                          
Vardenis3929                  Pavardenis3929                6.12                          
Vardenis393                   Pavardenis393                 4.08                          
Vardenis3930                  Pavardenis3930                5.32                          
Vardenis3931                  Pavardenis3931                5.16                          
Vardenis3932                  Pavardenis3932                4.84                          
Vardenis3933                  Pavardenis3933                4.52                          
Vardenis3934                  Pavardenis3934                4.76                          
Vardenis3935                  Pavardenis3935                6.52                          
Vardenis3936                  Pavardenis3936                5.00                          
Vardenis3937                  Pavardenis3937                4.92                          
Vardenis3938                  Pavardenis3938                4.92                          
Vardenis3939                  Pavardenis3939                4.36                          
Vardenis394                   Pavardenis394                 2.64                          
Vardenis3940                  Pavardenis3940                5.88                          
Vardenis3941                  Pavardenis3941                4.92                          
Vardenis3942                  Pavardenis3942                5.48                          
Vardenis3943                  Pavardenis3943                5.40                          
Vardenis3944                  Pavardenis3944                5.32                          
Vardenis3945                  Pavardenis3945                5.56                          
Vardenis3946                  Pavardenis3946                4.60                          
Vardenis3947                  Pavardenis3947                5.56                          
Vardenis3948                  Pavardenis3948                4.20                          
Vardenis3949                  Pavardenis3949                5.08                          
Vardenis395                   Pavardenis395                 3.92                          
Vardenis3950                  Pavardenis3950                5.72                          
Vardenis3951                  Pavardenis3951                4.52                          
Vardenis3952                  Pavardenis3952                5.96                          
Vardenis3953                  Pavardenis3953                4.84                          
Vardenis3954                  Pavardenis3954                5.08                          
Vardenis3955                  Pavardenis3955                5.64                          
Vardenis3956                  Pavardenis3956                5.80                          
Vardenis3957                  Pavardenis3957                4.28                          
Vardenis3958                  Pavardenis3958                5.72                          
Vardenis3959                  Pavardenis3959                5.24                          
Vardenis396                   Pavardenis396                 3.68                          
Vardenis3960                  Pavardenis3960                5.08                          
Vardenis3961                  Pavardenis3961                5.00                          
Vardenis3962                  Pavardenis3962                5.16                          
Vardenis3963                  Pavardenis3963                5.80                          
Vardenis3964                  Pavardenis3964                5.80                          
Vardenis3965                  Pavardenis3965                4.28                          
Vardenis3966                  Pavardenis3966                6.28                          
Vardenis3967                  Pavardenis3967                5.08                          
Vardenis3968                  Pavardenis3968                5.56                          
Vardenis3969                  Pavardenis3969                5.40                          
Vardenis397                   Pavardenis397                 3.12                          
Vardenis3970                  Pavardenis3970                5.24                          
Vardenis3971                  Pavardenis3971                5.08                          
Vardenis3972                  Pavardenis3972                5.48                          
Vardenis3973                  Pavardenis3973                5.40                          
Vardenis3974                  Pavardenis3974                4.36                          
Vardenis3975                  Pavardenis3975                4.44                          
Vardenis3976                  Pavardenis3976                4.92                          
Vardenis3977                  Pavardenis3977                4.84                          
Vardenis3978                  Pavardenis3978                5.32                          
Vardenis3979                  Pavardenis3979                5.32                          
Vardenis398                   Pavardenis398                 3.36                          
Vardenis3980                  Pavardenis3980                5.80                          
Vardenis3981                  Pavardenis3981                6.04                          
Vardenis3982                  Pavardenis3982                5.56                          
Vardenis3983                  Pavardenis3983                5.24                          
Vardenis3984                  Pavardenis3984                5.96                          
Vardenis3985                  Pavardenis3985                6.04                          
Vardenis3986                  Pavardenis3986                5.40                          
Vardenis3987                  Pavardenis3987                5.40                          
Vardenis3988                  Pavardenis3988                5.88                          
Vardenis3989                  Pavardenis3989                4.60                          
Vardenis399                   Pavardenis399                 3.84                          
Vardenis3990                  Pavardenis3990                4.68                          
Vardenis3991                  Pavardenis3991                5.48                          
Vardenis3992                  Pavardenis3992                5.24                          
Vardenis3993                  Pavardenis3993                5.88                          
Vardenis3994                  Pavardenis3994                5.72                          
Vardenis3995                  Pavardenis3995                5.64                          
Vardenis3996                  Pavardenis3996                5.64                          
Vardenis3997                  Pavardenis3997                6.12                          
Vardenis3998                  Pavardenis3998                4.52                          
Vardenis3999                  Pavardenis3999                5.00                          
Vardenis4                     Pavardenis4                   3.52                          
Vardenis40                    Pavardenis40                  3.68                          
Vardenis400                   Pavardenis400                 3.84                          
Vardenis4000                  Pavardenis4000                4.76                          
Vardenis4001                  Pavardenis4001                5.00                          
Vardenis4002                  Pavardenis4002                5.32                          
Vardenis4003                  Pavardenis4003                4.92                          
Vardenis4004                  Pavardenis4004                4.52                          
Vardenis4005                  Pavardenis4005                4.68                          
Vardenis4006                  Pavardenis4006                5.48                          
Vardenis4007                  Pavardenis4007                6.36                          
Vardenis4008                  Pavardenis4008                4.60                          
Vardenis4009                  Pavardenis4009                4.84                          
Vardenis401                   Pavardenis401                 3.92                          
Vardenis4010                  Pavardenis4010                4.68                          
Vardenis4011                  Pavardenis4011                6.36                          
Vardenis4012                  Pavardenis4012                5.16                          
Vardenis4013                  Pavardenis4013                5.32                          
Vardenis4014                  Pavardenis4014                6.04                          
Vardenis4015                  Pavardenis4015                4.76                          
Vardenis4016                  Pavardenis4016                5.00                          
Vardenis4017                  Pavardenis4017                5.00                          
Vardenis4018                  Pavardenis4018                5.08                          
Vardenis4019                  Pavardenis4019                4.92                          
Vardenis402                   Pavardenis402                 2.24                          
Vardenis4020                  Pavardenis4020                5.16                          
Vardenis4021                  Pavardenis4021                4.12                          
Vardenis4022                  Pavardenis4022                5.16                          
Vardenis4023                  Pavardenis4023                5.08                          
Vardenis4024                  Pavardenis4024                4.76                          
Vardenis4025                  Pavardenis4025                5.32                          
Vardenis4026                  Pavardenis4026                5.24                          
Vardenis4027                  Pavardenis4027                5.48                          
Vardenis4028                  Pavardenis4028                5.24                          
Vardenis4029                  Pavardenis4029                5.08                          
Vardenis403                   Pavardenis403                 3.92                          
Vardenis4030                  Pavardenis4030                4.76                          
Vardenis4031                  Pavardenis4031                5.72                          
Vardenis4032                  Pavardenis4032                5.40                          
Vardenis4033                  Pavardenis4033                5.88                          
Vardenis4034                  Pavardenis4034                4.92                          
Vardenis4035                  Pavardenis4035                4.84                          
Vardenis4036                  Pavardenis4036                4.92                          
Vardenis4037                  Pavardenis4037                5.24                          
Vardenis4038                  Pavardenis4038                4.92                          
Vardenis4039                  Pavardenis4039                5.72                          
Vardenis404                   Pavardenis404                 2.32                          
Vardenis4040                  Pavardenis4040                5.80                          
Vardenis4041                  Pavardenis4041                4.84                          
Vardenis4042                  Pavardenis4042                6.12                          
Vardenis4043                  Pavardenis4043                5.48                          
Vardenis4044                  Pavardenis4044                5.08                          
Vardenis4045                  Pavardenis4045                4.84                          
Vardenis4046                  Pavardenis4046                4.84                          
Vardenis4047                  Pavardenis4047                4.76                          
Vardenis4048                  Pavardenis4048                6.12                          
Vardenis4049                  Pavardenis4049                4.52                          
Vardenis405                   Pavardenis405                 2.96                          
Vardenis4050                  Pavardenis4050                4.12                          
Vardenis4051                  Pavardenis4051                4.76                          
Vardenis4052                  Pavardenis4052                5.56                          
Vardenis4053                  Pavardenis4053                5.32                          
Vardenis4054                  Pavardenis4054                4.84                          
Vardenis4055                  Pavardenis4055                4.68                          
Vardenis4056                  Pavardenis4056                4.84                          
Vardenis4057                  Pavardenis4057                4.36                          
Vardenis4058                  Pavardenis4058                4.84                          
Vardenis4059                  Pavardenis4059                4.44                          
Vardenis406                   Pavardenis406                 2.88                          
Vardenis4060                  Pavardenis4060                5.88                          
Vardenis4061                  Pavardenis4061                6.12                          
Vardenis4062                  Pavardenis4062                4.12                          
Vardenis4063                  Pavardenis4063                5.00                          
Vardenis4064                  Pavardenis4064                4.68                          
Vardenis4065                  Pavardenis4065                6.28                          
Vardenis4066                  Pavardenis4066                5.32                          
Vardenis4067                  Pavardenis4067                5.48                          
Vardenis4068                  Pavardenis4068                5.40                          
Vardenis4069                  Pavardenis4069                5.32                          
Vardenis407                   Pavardenis407                 3.52                          
Vardenis4070                  Pavardenis4070                5.56                          
Vardenis4071                  Pavardenis4071                5.08                          
Vardenis4072                  Pavardenis4072                5.72                          
Vardenis4073                  Pavardenis4073                4.84                          
Vardenis4074                  Pavardenis4074                5.16                          
Vardenis4075                  Pavardenis4075                5.88                          
Vardenis4076                  Pavardenis4076                5.00                          
Vardenis4077                  Pavardenis4077                5.96                          
Vardenis4078                  Pavardenis4078                3.96                          
Vardenis4079                  Pavardenis4079                4.92                          
Vardenis408                   Pavardenis408                 3.12                          
Vardenis4080                  Pavardenis4080                4.76                          
Vardenis4081                  Pavardenis4081                5.56                          
Vardenis4082                  Pavardenis4082                5.72                          
Vardenis4083                  Pavardenis4083                4.68                          
Vardenis4084                  Pavardenis4084                4.84                          
Vardenis4085                  Pavardenis4085                5.32                          
Vardenis4086                  Pavardenis4086                4.76                          
Vardenis4087                  Pavardenis4087                4.52                          
Vardenis4088                  Pavardenis4088                6.04                          
Vardenis4089                  Pavardenis4089                4.84                          
Vardenis409                   Pavardenis409                 2.80                          
Vardenis4090                  Pavardenis4090                5.32                          
Vardenis4091                  Pavardenis4091                5.16                          
Vardenis4092                  Pavardenis4092                5.40                          
Vardenis4093                  Pavardenis4093                5.00                          
Vardenis4094                  Pavardenis4094                6.20                          
Vardenis4095                  Pavardenis4095                5.80                          
Vardenis4096                  Pavardenis4096                5.32                          
Vardenis4097                  Pavardenis4097                4.76                          
Vardenis4098                  Pavardenis4098                5.00                          
Vardenis4099                  Pavardenis4099                5.40                          
Vardenis41                    Pavardenis41                  2.80                          
Vardenis410                   Pavardenis410                 3.44                          
Vardenis4100                  Pavardenis4100                5.80                          
Vardenis4101                  Pavardenis4101                5.16                          
Vardenis4102                  Pavardenis4102                4.76                          
Vardenis4103                  Pavardenis4103                4.52                          
Vardenis4104                  Pavardenis4104                5.32                          
Vardenis4105                  Pavardenis4105                5.56                          
Vardenis4106                  Pavardenis4106                5.64                          
Vardenis4107                  Pavardenis4107                4.84                          
Vardenis4108                  Pavardenis4108                5.32                          
Vardenis4109                  Pavardenis4109                4.84                          
Vardenis411                   Pavardenis411                 4.32                          
Vardenis4110                  Pavardenis4110                4.76                          
Vardenis4111                  Pavardenis4111                3.64                          
Vardenis4112                  Pavardenis4112                4.84                          
Vardenis4113                  Pavardenis4113                5.80                          
Vardenis4114                  Pavardenis4114                5.40                          
Vardenis4115                  Pavardenis4115                4.68                          
Vardenis4116                  Pavardenis4116                6.36                          
Vardenis4117                  Pavardenis4117                4.68                          
Vardenis4118                  Pavardenis4118                5.32                          
Vardenis4119                  Pavardenis4119                4.52                          
Vardenis412                   Pavardenis412                 4.48                          
Vardenis4120                  Pavardenis4120                5.96                          
Vardenis4121                  Pavardenis4121                4.92                          
Vardenis4122                  Pavardenis4122                5.80                          
Vardenis4123                  Pavardenis4123                4.60                          
Vardenis4124                  Pavardenis4124                5.32                          
Vardenis4125                  Pavardenis4125                4.92                          
Vardenis4126                  Pavardenis4126                4.92                          
Vardenis4127                  Pavardenis4127                4.84                          
Vardenis4128                  Pavardenis4128                4.60                          
Vardenis4129                  Pavardenis4129                4.92                          
Vardenis413                   Pavardenis413                 3.36                          
Vardenis4130                  Pavardenis4130                5.48                          
Vardenis4131                  Pavardenis4131                6.84                          
Vardenis4132                  Pavardenis4132                5.24                          
Vardenis4133                  Pavardenis4133                5.48                          
Vardenis4134                  Pavardenis4134                5.40                          
Vardenis4135                  Pavardenis4135                5.72                          
Vardenis4136                  Pavardenis4136                5.16                          
Vardenis4137                  Pavardenis4137                5.00                          
Vardenis4138                  Pavardenis4138                5.32                          
Vardenis4139                  Pavardenis4139                5.88                          
Vardenis414                   Pavardenis414                 3.36                          
Vardenis4140                  Pavardenis4140                4.92                          
Vardenis4141                  Pavardenis4141                5.56                          
Vardenis4142                  Pavardenis4142                5.56                          
Vardenis4143                  Pavardenis4143                5.56                          
Vardenis4144                  Pavardenis4144                5.88                          
Vardenis4145                  Pavardenis4145                5.56                          
Vardenis4146                  Pavardenis4146                4.36                          
Vardenis4147                  Pavardenis4147                4.68                          
Vardenis4148                  Pavardenis4148                4.28                          
Vardenis4149                  Pavardenis4149                5.40                          
Vardenis415                   Pavardenis415                 3.04                          
Vardenis4150                  Pavardenis4150                5.16                          
Vardenis4151                  Pavardenis4151                5.64                          
Vardenis4152                  Pavardenis4152                5.72                          
Vardenis4153                  Pavardenis4153                4.76                          
Vardenis4154                  Pavardenis4154                5.16                          
Vardenis4155                  Pavardenis4155                5.24                          
Vardenis4156                  Pavardenis4156                5.24                          
Vardenis4157                  Pavardenis4157                4.44                          
Vardenis4158                  Pavardenis4158                3.88                          
Vardenis4159                  Pavardenis4159                4.36                          
Vardenis416                   Pavardenis416                 3.36                          
Vardenis4160                  Pavardenis4160                4.28                          
Vardenis4161                  Pavardenis4161                5.56                          
Vardenis4162                  Pavardenis4162                5.64                          
Vardenis4163                  Pavardenis4163                5.72                          
Vardenis4164                  Pavardenis4164                5.56                          
Vardenis4165                  Pavardenis4165                4.52                          
Vardenis4166                  Pavardenis4166                5.48                          
Vardenis4167                  Pavardenis4167                5.56                          
Vardenis4168                  Pavardenis4168                5.24                          
Vardenis4169                  Pavardenis4169                5.48                          
Vardenis417                   Pavardenis417                 3.44                          
Vardenis4170                  Pavardenis4170                5.00                          
Vardenis4171                  Pavardenis4171                5.56                          
Vardenis4172                  Pavardenis4172                5.48                          
Vardenis4173                  Pavardenis4173                4.20                          
Vardenis4174                  Pavardenis4174                5.64                          
Vardenis4175                  Pavardenis4175                4.28                          
Vardenis4176                  Pavardenis4176                6.60                          
Vardenis4177                  Pavardenis4177                5.24                          
Vardenis4178                  Pavardenis4178                3.88                          
Vardenis4179                  Pavardenis4179                5.00                          
Vardenis418                   Pavardenis418                 3.36                          
Vardenis4180                  Pavardenis4180                4.92                          
Vardenis4181                  Pavardenis4181                5.16                          
Vardenis4182                  Pavardenis4182                4.68                          
Vardenis4183                  Pavardenis4183                5.88                          
Vardenis4184                  Pavardenis4184                5.56                          
Vardenis4185                  Pavardenis4185                4.84                          
Vardenis4186                  Pavardenis4186                4.52                          
Vardenis4187                  Pavardenis4187                5.40                          
Vardenis4188                  Pavardenis4188                5.16                          
Vardenis4189                  Pavardenis4189                4.84                          
Vardenis419                   Pavardenis419                 3.36                          
Vardenis4190                  Pavardenis4190                5.56                          
Vardenis4191                  Pavardenis4191                5.80                          
Vardenis4192                  Pavardenis4192                4.36                          
Vardenis4193                  Pavardenis4193                5.00                          
Vardenis4194                  Pavardenis4194                6.12                          
Vardenis4195                  Pavardenis4195                5.56                          
Vardenis4196                  Pavardenis4196                5.88                          
Vardenis4197                  Pavardenis4197                4.76                          
Vardenis4198                  Pavardenis4198                5.32                          
Vardenis4199                  Pavardenis4199                5.00                          
Vardenis42                    Pavardenis42                  2.56                          
Vardenis420                   Pavardenis420                 2.80                          
Vardenis4200                  Pavardenis4200                5.32                          
Vardenis4201                  Pavardenis4201                5.40                          
Vardenis4202                  Pavardenis4202                5.56                          
Vardenis4203                  Pavardenis4203                5.56                          
Vardenis4204                  Pavardenis4204                4.52                          
Vardenis4205                  Pavardenis4205                4.44                          
Vardenis4206                  Pavardenis4206                4.20                          
Vardenis4207                  Pavardenis4207                5.24                          
Vardenis4208                  Pavardenis4208                5.40                          
Vardenis4209                  Pavardenis4209                5.80                          
Vardenis421                   Pavardenis421                 3.28                          
Vardenis4210                  Pavardenis4210                4.52                          
Vardenis4211                  Pavardenis4211                4.52                          
Vardenis4212                  Pavardenis4212                5.80                          
Vardenis4213                  Pavardenis4213                3.88                          
Vardenis4214                  Pavardenis4214                5.24                          
Vardenis4215                  Pavardenis4215                4.76                          
Vardenis4216                  Pavardenis4216                4.44                          
Vardenis4217                  Pavardenis4217                4.76                          
Vardenis4218                  Pavardenis4218                5.16                          
Vardenis4219                  Pavardenis4219                4.92                          
Vardenis422                   Pavardenis422                 3.52                          
Vardenis4220                  Pavardenis4220                5.40                          
Vardenis4221                  Pavardenis4221                5.40                          
Vardenis4222                  Pavardenis4222                5.24                          
Vardenis4223                  Pavardenis4223                4.84                          
Vardenis4224                  Pavardenis4224                5.00                          
Vardenis4225                  Pavardenis4225                5.24                          
Vardenis4226                  Pavardenis4226                4.84                          
Vardenis4227                  Pavardenis4227                4.52                          
Vardenis4228                  Pavardenis4228                4.76                          
Vardenis4229                  Pavardenis4229                6.36                          
Vardenis423                   Pavardenis423                 3.60                          
Vardenis4230                  Pavardenis4230                4.52                          
Vardenis4231                  Pavardenis4231                4.92                          
Vardenis4232                  Pavardenis4232                5.56                          
Vardenis4233                  Pavardenis4233                5.16                          
Vardenis4234                  Pavardenis4234                5.16                          
Vardenis4235                  Pavardenis4235                5.40                          
Vardenis4236                  Pavardenis4236                5.00                          
Vardenis4237                  Pavardenis4237                5.24                          
Vardenis4238                  Pavardenis4238                4.60                          
Vardenis4239                  Pavardenis4239                5.40                          
Vardenis424                   Pavardenis424                 4.08                          
Vardenis4240                  Pavardenis4240                4.76                          
Vardenis4241                  Pavardenis4241                5.80                          
Vardenis4242                  Pavardenis4242                5.32                          
Vardenis4243                  Pavardenis4243                4.52                          
Vardenis4244                  Pavardenis4244                4.68                          
Vardenis4245                  Pavardenis4245                5.40                          
Vardenis4246                  Pavardenis4246                6.20                          
Vardenis4247                  Pavardenis4247                4.44                          
Vardenis4248                  Pavardenis4248                5.00                          
Vardenis4249                  Pavardenis4249                4.92                          
Vardenis425                   Pavardenis425                 3.36                          
Vardenis4250                  Pavardenis4250                5.56                          
Vardenis4251                  Pavardenis4251                5.80                          
Vardenis4252                  Pavardenis4252                6.12                          
Vardenis4253                  Pavardenis4253                4.68                          
Vardenis4254                  Pavardenis4254                5.24                          
Vardenis4255                  Pavardenis4255                4.52                          
Vardenis4256                  Pavardenis4256                5.08                          
Vardenis4257                  Pavardenis4257                4.84                          
Vardenis4258                  Pavardenis4258                6.60                          
Vardenis4259                  Pavardenis4259                6.12                          
